PW Estimate (mW),Description
0.025972560975609755,[PID 4873] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276350.9640002-111130949830137/async_wrapper.py 5731
0.025853658536585368,[PID 4792] python3
0.02579268292682927,[PID 5048] ffmpeg
0.02524390243902439,[PID 4781] python3
0.02524390243902439,[PID 4976] AnsiballZ_comma
0.024878048780487806,[PID 4861] python3
0.024786585365853656,[PID 4925] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276350.941017-232662523230347/async_wrapper.py 67073
0.02472560975609756,[PID 4856] python3
0.024664634146341465,[PID 4819] python3
0.024207317073170732,[PID 4874] python3
0.02378048780487805,[PID 4840] sh
0.023509146341463418,[PID 4906] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276349.3356135-75594935952439/async_wrapper.py 21752
0.023414634146341463,[PID 4858] AnsiballZ_comma
0.023170731707317073,[PID 4793] AnsiballZ_comma
0.02298780487804878,[PID 4955] python3
0.02259146341463415,[PID 4771] AnsiballZ_comma
0.022286585365853658,[PID 4861] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276348.2489154-17908586004579/async_wrapper.py 82285
0.02226829268292683,[PID 4974] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276351.061099-78748609510782/async_wrapper.py 954259
0.022164634146341462,[PID 4926] python3
0.02207317073170732,[PID 4925] python3
0.021951219512195124,[PID 4954] python3
0.021890243902439023,[PID 4943] python3
0.021859756097560978,[PID 4907] python3
0.021859756097560978,[PID 4974] python3
0.02182926829268293,[PID 4780] python3
0.021567073170731706,hpsa_monitor_ctlr_worker
0.02128048780487805,[PID 4902] python3
0.02100609756097561,[PID 4892] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276350.4594269-180610316916592/async_wrapper.py 7936
0.02076219512195122,[PID 4769] python3
0.020731707317073172,[PID 4942] python3
0.020731707317073172,[PID 5024] ffmpeg
0.020731707317073172,[PID 4846] python3
0.020670731707317074,[PID 4873] python3
0.020640243902439025,[PID 4967] AnsiballZ_comma
0.020640243902439025,[PID 4946] sh
0.020609756097560977,[PID 4791] [python3]
0.020579268292682928,[PID 4918] python3
0.020579268292682928,[PID 4965] python3
0.020335365853658537,[PID 4986] ffmpeg
0.02030487804878049,[PID 4944] AnsiballZ_comma
0.02027439024390244,[PID 4761] python3
0.020060975609756098,[PID 4927] AnsiballZ_comma
0.020060975609756098,[PID 4892] python3
0.019908536585365854,[PID 4901] python3
0.01978658536585366,[PID 4801] python3
0.01948170731707317,[PID 4906] python3
0.019420731707317073,[PID 4800] [python3]
0.01923780487804878,[PID 4875] AnsiballZ_comma
0.019219512195121954,check_lifetime
0.019054878048780487,[PID 4848] AnsiballZ_comma
0.01896341463414634,[PID 4908] AnsiballZ_comma
0.0186890243902439,[PID 4852] sh
0.018109756097560978,[PID 4808] python3
0.018048780487804877,[PID 5066] ffmpeg
0.017560975609756096,[PID 4919] python3
0.01728658536585366,[PID 4877] sh
0.017225609756097562,[PID 4859] python3
0.01704268292682927,[PID 4936] sh
0.016920731707317074,[PID 4863] AnsiballZ_comma
0.01679878048780488,flush_to_ldisc
0.01676829268292683,release_one_tty
0.016463414634146342,[PID 73] [ksoftirqd/9]
0.016097560975609757,[PID 5031] ffmpeg -re -ss 1710 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.015884146341463415,[PID 4920] AnsiballZ_comma
0.015884146341463415,[PID 4999] ffmpeg -re -ss 2645 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.015670731707317073,[PID 5029] ffmpeg -re -ss 1205 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.015426829268292683,[PID 5043] ffmpeg -re -ss 536 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.014847560975609757,[PID 5025] socat
0.014725609756097562,[PID 4782] AnsiballZ_comma
0.014512195121951219,[PID 4893] python3
0.014512195121951219,[PID 4966] python3
0.014512195121951219,[PID 4969] sh
0.014378048780487802,wb_update_bandwidth_workfn
